Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-05-25,"State House, Boston, MA",30.0,Racial Injustice,Civil Rights; For racial justice; Coronavirus,Yes,https://www.boston.com/news/coronavirus/2020/05/26/massachusetts-reopening-protest-boston,3,"State House, Boston",Massachusetts,MA
2020-05-30,"Port Angeles, WA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.peninsuladailynews.com/news/protestings-racism-port-townsend-port-angeles-rally/,1,Port Angeles,Washington,WA
2020-05-30,"Port Townsend, WA",125.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.peninsuladailynews.com/news/protestings-racism-port-townsend-port-angeles-rally/,1,Port Townsend,Washington,WA
2020-05-30,"Fresno, CA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fresnobee.com/news/local/article243115231.html,2,Fresno,California,CA
2020-05-30,"Joplin, MO",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.joplinglobe.com/news/local_news/local-demonstrators-continue-effort-to-be-heard/article_6e34c76f-f209-5a9c-aa6e-ac89171aa4cd.html,2,Joplin,Missouri,MO
2020-05-30,"Denton County Courthouse, Denton, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://dentonrc.com/news/denton-protesters-speak-out-against-police-brutality-saturday/article_1f53cc51-979b-507a-a450-2f0fdb867489.html,2,"Denton County Courthouse, Denton",Texas,TX
2020-05-30,"Paris, TX",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://theparisnews.com/free/article_3d8aa7b6-a2eb-11ea-99cf-87fac32b5ea2.html,2,Paris,Texas,TX
2020-05-30,"Fort Worth, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.star-telegram.com/latest-news/article243129321.html,4,Fort Worth,Texas,TX
2020-05-30,"Quincy, IL",25.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://wgem.com/2020/05/30/quincy-protesters-speak-out-on-george-floyd-death/,1,Quincy,Illinois,IL
2020-05-30,"Naperville, IL",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/suburbs/naperville-sun/ct-abn-naperville-george-floyd-rally-st-20200531-jdq54g4dwbevxcrxooqbza3kdy-story.html,1,Naperville,Illinois,IL
2020-05-30,"City Hall, Olympia, WA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theolympian.com/news/local/article243132096.html,4,"City Hall, Olympia",Washington,WA
2020-05-30,"R.A. Long Park, Longview, WA",75.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://tdn.com/news/local/longview-demonstrators-peacefully-protest-death-of-george-floyd/article_d14931c3-bcdf-508e-876a-20ac83c60f98.html,1,"R.A. Long Park, Longview",Washington,WA
2020-05-30,"Portsmouth, VA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pilotonline.com/news/vp-nw-portsmouth-protest-george-floyd-20200531-2auofnvh5nc73ean57poyujy6m-story.html,2,Portsmouth,Virginia,VA
2020-05-30,"East St. Louis, IL",,Racial Injustice,Civil Rights; For racial justice; Coronavirus,Yes,https://www.bnd.com/latest-news/article243129336.html,1,East St. Louis,Illinois,IL
2020-05-30,"Memorial Park, Ashland, WI",18.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.apg-wi.com/ashland_daily_press/paywall/ashland-demonstrators-join-nationwide-protests/article_b6f9d4d4-a32a-11ea-ac52-f7f0f5da2b2a.html,1,"Memorial Park, Ashland",Wisconsin,WI
2020-05-30,"Kearney, NE",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kearneyhub.com/news/local/kearney-protesters-call-for-end-to-racism-end-to-police-violence-and-justice-for-george/article_da0a406c-a2e9-11ea-8a53-17ee21e49aa3.html,1,Kearney,Nebraska,NE
2020-05-30,"Beverly Hills, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://losangeles.cbslocal.com/2020/05/31/it-really-hit-us-hard-cbs2-news-crew-exposed-to-tear-gas-as-police-work-to-disperse-nearby-unruly-crowd/,1,Beverly Hills,California,CA
2020-05-30,"Greenfield, MA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.recorder.com/Rally-for-George-Floyd-draws-crowd-in-Greenfield-34542191,1,Greenfield,Massachusetts,MA
2020-05-30,"St. Paul, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.cbsnews.com/news/st-paul-mayor-melvin-carter-george-floyd-protests-minnesota-face-the-nation/,1,St. Paul,Minnesota,MN
2020-05-30,"Seaside, CA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.montereycountyweekly.com/blogs/news_blog/hundreds-gather-in-monterey-and-seaside-to-protest-for-justice-for-george-floyd-and-an/article_e3d62e38-a2c8-11ea-8f8d-df6a6c0357e8.html,3,Seaside,California,CA
2020-05-30,"Missoula, MT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://missoulacurrent.com/government/2020/06/protesters-missoula-floyd/,1,Missoula,Montana,MT
2020-05-30,"Peace Park, Bismarck, ND",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://bismarcktribune.com/news/local/bismarck/bismarck-holds-rally-to-protest-death-of-george-floyd/article_eb7f4262-af80-5b28-bbaa-11bdcb283ce9.html,6,"Peace Park, Bismarck",North Dakota,ND
2020-05-30,"Midtown, Anchorage, AK",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.alaskapublic.org/2020/05/30/death-of-george-floyd-sparks-solidarity-rallies-across-alaska/,4,"Midtown, Anchorage",Alaska,AK
2020-05-30,"Juneau, AK",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.alaskapublic.org/2020/05/30/death-of-george-floyd-sparks-solidarity-rallies-across-alaska/,7,Juneau,Alaska,AK
2020-05-30,"Middletown, OH",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.journal-news.com/news/crime--law/small-protest-middletown-ends-with-rocks-thrown-after-dark-saturday/IOE8i7OVjotqhr6AmSjmkL/,3,Middletown,Ohio,OH
2020-05-30,"Anacortes, WA",80.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.goskagit.com/anacortes/anacortes-protest-takes-turn-for-worse/article_9a6dafca-a2e4-11ea-b805-1f560c912d61.html,2,Anacortes,Washington,WA
2020-05-30,"Wagner Park, Aspen, CO",9.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.aspentimes.com/news/taking-a-stand-aspen-locals-peacefully-protest-speak-out-about-death-of-george-floyd/,2,"Wagner Park, Aspen",Colorado,CO
2020-05-30,"Knoxville, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nhregister.com/news/article/Clean-up-efforts-underway-after-violent-Nashville-15306437.php,4,Knoxville,Tennessee,TN
2020-05-30,"Middletown, CT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.middletownpress.com/middletown/article/Hundreds-turn-out-for-incident-free-rally-march-15306477.php,2,Middletown,Connecticut,CT
2020-05-30,"Lake Oswego, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.peninsuladailynews.com/news/rioting-after-peaceful-protest-leads-to-curfew-for-seattle/,1,Lake Oswego,Oregon,OR
2020-05-30,"Homer, NY",40.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://cortlandstandard.net/2020/05/31/black-lives-matter-protest-comes-to-homer/,1,Homer,New York,NY
2020-05-30,"Hathaway Bridge, Panama City, FL",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mypanhandle.com/news/a-small-group-gathers-on-the-hathaway-bridge-to-protest/,1,"Hathaway Bridge, Panama City",Florida,FL
2020-05-30,"Lansing, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.freep.com/story/news/local/michigan/2020/05/31/rand-rapids-violent-clashes/5297886002/,2,Lansing,Michigan,MI
2020-05-30,"Memorial Park, Rapid City, SD",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://rapidcityjournal.com/news/one-arrested-at-secondary-protest-police-grateful-for-peaceful-demonstrators/article_2c5c9387-30f9-56b0-9c55-5e25d4437592.html,1,"Memorial Park, Rapid City",South Dakota,SD
2020-05-30,"Haskell Park, Rockford, IL",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.rrstar.com/news/20200530/rockford-protest-turns-into-riot-with-physical-clashes-looting,5,"Haskell Park, Rockford",Illinois,IL
2020-05-30,"Lubbock, TX",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kcbd.com/2020/05/30/lubbock-protesters-demand-action-response-death-george-floyd/,4,Lubbock,Texas,TX
2020-05-30,"Circus Square Park, Bowling Green, KY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bgdailynews.com/news/black-lives-matter-protest-draws-more-than-100-to-bowling-green/article_6010f06e-639e-537b-8218-ee76877fc00e.html,2,"Circus Square Park, Bowling Green",Kentucky,KY
2020-05-30,"Santa Rosa, CA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sfchronicle.com/bayarea/article/George-Floyd-Protests-live-updates-Oakland-quiet-15305914.php,2,Santa Rosa,California,CA
2020-05-30,"Vallejo, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesheraldonline.com/vallejo-mayor-says-no-curfew-planned-as-city-braces-for-another-night-of-protesting,2,Vallejo,California,CA
2020-05-30,"Missouri City, TX",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.houstonchronicle.com/news/houston-texas/houston/article/Peaceful-rally-held-for-man-slain-by-undercover-15305954.php,1,Missouri City,Texas,TX
2020-05-30,"Park Square, Pittsfield, MA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://theberkshireedge.com/hundreds-pack-park-square-to-protest-police-brutality-and-racial-injustice/,2,"Park Square, Pittsfield",Massachusetts,MA
2020-05-30,"Salem, OR",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.statesmanjournal.com/story/news/2020/05/31/police-use-tear-gas-disperse-protesters-downtown-salem-curfew-instituted/5298432002/,3,Salem,Oregon,OR
2020-05-30,"Geddes, NY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nny360.com/news/statenews/fewer-than-10-arrested-no-one-seriously-injured-after-syracuse-protest-police-chief-says/article_0d0121c5-23cf-54ba-ba01-f3f502ee0920.html,1,Geddes,New York,NY
2020-05-30,"Provo, UT",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldextra.com/news/local/central/provo/utah-county-citizens-oppose-police-brutality-in-car-caravan-protest/article_8ccc0237-e71f-5f8d-93e8-82eb9d72d123.html,1,Provo,Utah,UT
2020-05-30,"Richmond, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wtvr.com/news/local-news/capitol-police-officers-hit-with-bat-beer-bottle-during-richmond-protest,5,Richmond,Virginia,VA
2020-05-30,"Oxnard, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/,1,Oxnard,California,CA
2020-05-30,"City Hall, Ventura, CA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/,1,"City Hall, Ventura",California,CA
2020-05-30,"Thousand Oaks, CA",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/,1,Thousand Oaks,California,CA
2020-05-30,"Simi Valley, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/,2,Simi Valley,California,CA
2020-05-30,"Moorpark, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/,1,Moorpark,California,CA
2020-05-30,"Wooster, OH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.the-daily-record.com/news/20200531/wooster-joins-police-brutality-protest-efforts,1,Wooster,Ohio,OH
2020-05-30,"Manassas, VA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.washingtonpost.com/local/manassas-braces-for-another-night-of-protest-as-demonstrations-spread-across-dc-region/2020/05/31/2e0e0fc0-a387-11ea-b473-04905b1af82b_story.html,1,Manassas,Virginia,VA
2020-05-30,"Jesse Jewell Parkway, Gainesville, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.gainesvilletimes.com/news/public-safety/small-group-gathering-sunday-protest-along-jesse-jewell-parkway/,1,"Jesse Jewell Parkway, Gainesville",Georgia,GA
2020-05-30,"Lynn, MA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.itemlive.com/2020/05/31/protests-hit-home-demonstrators-unite-in-front-of-lynn-police-station/,2,Lynn,Massachusetts,MA
2020-05-30,"Grant Circle, Gloucester, MA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.gloucestertimes.com/news/local_news/local-teens-to-peacefully-protest-at-grant-circle/article_6e4d5cb6-c065-5e4c-b9ee-b50b257cfc76.html,1,"Grant Circle, Gloucester",Massachusetts,MA
2020-05-30,"Civic Center, Monroe, LA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thenewsstar.com/story/news/2020/05/31/naacp-monroe-hold-protest-city-against-injustice-brutality/5299360002/,1,"Civic Center, Monroe",Louisiana,LA
2020-05-30,"Jackson, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tennessean.com/story/news/2020/05/31/tennessee-peaceful-demonstrations-turn-destructive-after-dark/5299681002/,2,Jackson,Tennessee,TN
2020-05-30,"Murfreesboro, TN",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tennessean.com/story/news/2020/05/31/tennessee-peaceful-demonstrations-turn-destructive-after-dark/5299681002/,1,Murfreesboro,Tennessee,TN
2020-05-30,"Martinsburg, WV",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.journal-news.net/journal-news/locals-join-for-peaceful-demonstration-look-to-bridge-gap-between-police-and-protestors/article_5b7a4c02-1d0a-5cfc-aee2-1aaf29162c76.html,2,Martinsburg,West Virginia,WV
2020-05-30,"Lumberton, NC",80.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.robesonian.com/news/135034/protesters-angry-over-the-death-of-a-black-man-in-minneapolis-march-peacefully-in-lumberton,1,Lumberton,North Carolina,NC
